Name,Overall,Pace,Shooting,Passing,Dribbling,Defense,Physical
Romain Brégerie,74,60,36,54,50,72,79
Jesús Méndez,74,63,65,72,72,65,76
Luis Quiñones,74,91,69,66,76,23,62
Gabriel Peñalba,74,46,68,72,72,68,80
Nigel de Jong,74,61,51,66,69,72,77
Sacha Kljestan,74,55,68,77,71,62,72
Anders Christiansen,74,74,63,72,72,65,75
Tiago,74,86,73,72,75,39,64
Enes Ünal,74,70,77,61,72,32,66
Kei Kamara,74,76,72,60,71,28,78
Luvuyo Memela,74,79,74,72,76,51,67
Mohammed Al Kuwaykibi,74,91,72,62,83,34,53
Timmy Thiele,74,75,73,59,71,26,73
Jakub Świerczok,74,77,72,56,72,32,71
Evgeniy Markov,74,76,73,56,64,28,75
Justin Kluivert,74,86,65,67,81,37,64
Yoane Wissa,74,85,76,59,76,27,70
Abdoulaye Ba,74,54,38,46,43,76,74
Ricardo van Rhijn,74,82,59,69,68,71,71
Juan Forlin,74,64,40,61,58,75,73
Jirès Kembo-Ekoko,74,82,73,70,74,34,68
Franko Andrijašević,74,70,75,69,69,53,74
Lukáš Pokorný,74,62,52,61,60,73,76
Enis Bardhi,74,72,69,72,77,33,56
David Neres,74,83,69,65,82,34,60
Marc Roca,74,56,56,72,71,69,66
Cengiz Ünder,74,81,70,68,76,32,54
Perdigão,74,75,70,69,76,26,66
Odriozola,74,81,39,57,57,71,58
Amath Ndiaye Diedhiou,74,90,69,62,80,44,68
Maurício António,74,65,30,49,49,74,74
Yusuf Yazıcı,74,73,70,75,75,47,70
Jozo Šimunović,74,66,27,48,61,73,78
Gojko Cimirot,74,74,67,71,73,65,69
Emre Akbaba,74,75,72,74,73,46,65
Mouctar Diakhaby,74,43,31,42,48,75,80
César Montes,74,67,38,58,59,74,76
Jorge,74,79,55,67,74,70,64
Omar Colley,74,72,31,52,52,71,83
Kieran Tierney,74,83,43,67,70,68,70
Steven Bergwijn,74,85,67,65,79,27,63
İrfan Can Kahveci,74,78,68,73,78,44,64
Emiliano Velázquez,74,55,47,49,58,75,72
Mimoun Mahi,74,80,77,64,78,37,65
Motaz Hawsawi,74,65,37,40,54,74,77
Derrick Luckassen,74,79,57,67,68,70,82
Sofyan Amrabat,74,68,52,76,77,56,72
Timo Baumgartl,74,58,34,56,55,76,70
Kuca,74,85,68,66,76,24,60
Danilo,74,68,64,70,73,74,73
Ivan Novoseltsev,74,65,29,58,55,75,71
Afonso Figueiredo,74,77,43,62,74,71,65
Enes Ünal,74,70,77,61,72,32,66
Daler Kuzyaev,74,71,61,70,73,70,68
Ahmet Çalık,74,68,40,54,61,74,76
Walace,74,68,67,64,68,73,72
Martin Ødegaard,74,72,58,74,82,32,42
Manuel Locatelli,74,66,63,72,73,69,69
André Geraldes,74,78,41,64,66,73,72
Lee Jae Sung,74,68,64,73,72,56,70
Léo Bonatini,74,72,76,62,72,35,72
Chema Rodríguez,74,69,53,56,57,74,74
Jordan Amavi,74,79,67,67,73,72,69
Ezequiel Cerutti,74,90,65,68,76,26,67
Guillermo Maripán,74,54,33,48,47,73,78
Firmin Ndombe Mubele,74,81,74,53,73,24,68
Kevin Molino,74,77,70,65,77,46,66
Fábio Sturgeon,74,77,67,67,76,38,71
Lukas Lerager,74,64,66,68,69,66,75
Zainadine,74,71,39,55,62,74,77
Enrique Triverio,74,72,74,52,71,31,70
Moses Simon,74,91,71,64,79,30,62
Salih Uçan,74,73,72,72,76,68,59
Miha Mevlja,74,70,38,59,58,76,74
Marcelo Goiano,74,76,49,60,72,72,65
Joost van Aken,74,69,34,56,61,74,72
Damir Kreilach,74,59,71,70,70,66,82
Martín Cauteruccio,74,70,73,62,73,42,70
Rubén Botta,74,80,63,74,78,30,63
Carlos Carbonero,74,81,72,74,77,39,67
Diego Braghieri,74,66,49,47,56,73,75
Martín Benítez,74,82,68,66,77,33,62
Diego González,74,68,66,68,71,73,81
Postigo,74,63,41,45,54,74,76
Matías Laba,74,73,58,66,69,71,73
Luis Quiñones,74,91,69,66,76,23,62
Ezequiel Videla,74,65,63,69,71,73,74
Wilmar Barrios,74,63,38,62,63,74,78
Daniel Bocanegra,74,73,56,68,65,71,78
Alexey Miranchuk,74,73,67,71,74,30,64
Fábio Cardoso,74,66,33,46,58,74,76
Thiago Mendes,74,81,68,70,74,71,68
Diego Valdés,74,80,68,72,74,52,70
Martín Nervo,74,66,45,56,57,72,78
Saulo Decarli,74,68,33,53,56,74,72
Kim Jin Su,74,77,30,66,69,71,68
Sven van Beek,74,69,34,51,49,75,72
Tozé,74,74,70,75,74,39,46
Adama Niane,74,74,74,51,70,20,68
Alexander Scholz,74,67,50,59,63,72,78
Nicolae Stanciu,74,69,71,72,74,39,62
Alexandru Chipciu,74,77,70,72,72,48,70
Andrey Semenov,74,53,40,57,60,75,74
Lewis Baker,74,68,78,76,73,52,70
Moussa Konaté,74,90,69,54,73,23,64
Ricardo Centurión,74,87,64,67,80,41,59
Nikos Karelis,74,73,76,64,72,32,69
David Accam,74,94,69,65,74,44,62
Yasser Al Shahrani,74,87,58,69,71,70,62
Luca Zuffi,74,66,70,82,73,69,70
Louis Schaub,74,77,66,68,79,37,66
Renato Santos,74,78,68,67,76,30,60
Gerso,74,93,67,63,78,36,50
Kirill Panchenko,74,76,75,70,72,27,67
Fahad Al Muwallad,74,93,72,63,73,36,68
Eric Bicfalvi,74,63,75,69,72,55,75
Pedro Henrique,74,84,68,69,78,28,55
Tom Rogić,74,70,70,69,76,37,61
Thabo Matlaba,74,83,71,69,74,70,54
Paulinho,74,73,66,71,75,25,43
Cristiano,74,90,73,68,72,38,78
Facundo Pereyra,74,79,71,70,76,32,56
Denis Stracqualursi,74,64,76,50,63,40,73
Stefan Ristovski,74,81,61,63,74,70,75
Ousmane Dramé,74,92,64,63,79,38,64
Luciano Abecasis,74,85,41,68,73,68,67
Ewerton,74,59,37,56,61,74,70
Aleksandar Katai,74,65,74,73,78,36,64
Toño,74,82,54,71,74,67,66
Lorenzo Melgarejo,74,84,69,66,76,63,69
Diogo Figueiras,74,82,56,68,75,70,68
Damián Suárez,74,81,66,66,66,69,78
Alexandr Erokhin,74,63,74,70,71,63,76
Alyaksandr Martynovich,74,73,50,57,55,77,73
Mauro,74,68,47,69,69,73,68
Tiago,74,86,73,72,75,39,64
Lucas Piazon,74,71,72,72,74,34,58
Neeskens Kebano,74,82,73,70,76,31,62
Ogenyi Onazi,74,80,64,72,75,69,72
Rodrigo Mora,74,79,74,67,74,28,71
Thulani Serero,74,80,49,67,78,63,53
Fernando Uribe,74,72,73,56,71,34,67
Justin Meram,74,75,72,68,77,62,68
Andre Wisdom,74,73,30,57,61,74,75
Gabriel Torje,74,82,70,67,78,37,57
Rasmus Falk Jensen,74,82,65,63,77,26,67
Tomáš Kalas,74,75,49,53,65,73,75
Diego,74,74,73,75,75,47,62
Brecht Dejaegere,74,77,60,69,79,66,77
Lionel Carole,74,83,40,65,73,71,77
André Martins,74,79,63,73,80,53,50
Liam Moore,74,71,31,62,64,72,77
Tolga Ciğerci,74,65,62,71,70,71,78
Guillermo Burdisso,74,45,41,51,51,74,80
Adam Maher,74,72,69,75,76,52,54
Anders Christiansen,74,74,63,72,72,65,75
Sylvester Igboun,74,92,70,61,75,32,80
Musa Çağıran,74,68,69,75,74,69,77
Deivid,74,64,39,62,72,74,77
Brice Dja Djédjé,74,78,59,69,73,71,75
Hong Chul,74,91,47,69,70,67,75
Ibragim Tsallagov,74,81,49,66,72,69,73
Andy Najar,74,81,66,70,78,69,69
Jonas Svensson,74,78,57,69,70,71,80
Franco Jara,74,78,74,67,74,33,67
Yonathan Del Valle,74,85,73,67,77,40,62
José Pedro Fuenzalida,74,83,63,71,78,66,70
Suk Hyun Jun,74,64,74,58,72,34,79
Radosav Petrović,74,48,62,65,62,72,81
Tiago Pinto,74,82,60,71,75,69,69
Maxim Kanunnikov,74,85,70,64,74,33,76
Lasse Sobiech,74,50,50,47,43,75,73
Rômulo,74,75,65,73,76,69,70
Nélson Lenho,74,68,47,71,71,72,75
Fábio Espinho,74,70,71,74,76,59,62
Marco Rojas,74,90,69,68,80,21,42
Artur Yusupov,74,66,63,73,71,71,66
Juanpe,74,59,35,54,47,74,77
Miguel Rosa,74,66,73,75,75,41,66
Juan Villar,74,87,71,68,74,32,69
Milton Caraglio,74,57,74,60,69,27,76
Edwin Cardona,74,61,76,73,74,40,75
Vladislav Ignatiev,74,80,68,73,72,52,63
Niklas Hult,74,84,59,71,73,68,66
Néstor Araujo,74,68,41,50,57,74,79
Kim Shin Wook,74,51,75,62,65,46,82
Valon Berisha,74,80,69,69,75,48,77
Kléber,74,57,73,64,73,32,76
Lucas Orbán,74,66,53,65,62,76,74
Salman Al Faraj,74,68,68,74,74,70,68
Ivan Obradović,74,72,59,71,72,69,72
Yasin Öztekin,74,79,70,69,76,39,63
Igor Armaş,74,52,33,51,42,76,77
Antonio Ríos,74,66,57,68,62,70,76
Míchel,74,62,66,76,74,49,60
Yevhen Seleznyov,74,58,75,60,64,36,79
Aleksandar Prijović,74,73,71,54,69,37,77
Samuel Armenteros,74,67,72,62,74,34,68
Alcalá,74,44,48,59,54,74,80
Ramalho,74,74,35,56,54,74,73
Olcay Şahan,74,76,71,71,75,57,68
Nélson Oliveira,74,71,75,63,71,39,74
Tunay Torun,74,78,68,73,74,25,60
Fidel,74,85,70,65,78,27,66
Serdar Aziz,74,73,32,53,58,73,77
Alberto Costa,74,63,68,75,73,68,64
Delvin N'Dinga,74,68,53,66,64,70,78
Benoît Poulain,74,34,26,58,47,75,75
Dani Pacheco,74,74,66,72,80,30,61
Kevin Großkreutz,74,72,65,72,68,69,75
Paul-José Mpoku,74,76,75,72,75,47,71
Ricardo Laborde,74,84,71,66,77,26,66
Viktor Vasin,74,67,41,58,46,75,76
Dmitriy Kombarov,74,78,70,77,76,68,70
Stefan Johansen,74,70,68,74,73,61,75
Claudemir,74,62,64,73,69,65,76
Albert Adomah,74,87,67,68,73,42,67
Kiko Olivas,74,40,52,53,57,75,84
Dentinho,74,79,69,67,76,48,63
Vasco Fernandes,74,66,40,59,65,74,80
Marcelo Larrondo,74,62,71,65,69,28,72
Djalma,74,83,68,69,75,41,71
Mathieu Dossevi,74,80,67,71,76,36,58
Ali Çamdalı,74,37,62,67,66,72,77
Jesús Molina,74,69,58,65,67,73,81
Daniel Schwaab,74,69,38,64,64,75,69
Jonny Howson,74,66,71,71,71,59,72
Diego Vera,74,65,73,64,72,28,73
Rúben Ribeiro,74,71,68,72,77,48,64
Alexandru Epureanu,74,53,53,52,55,76,75
Jakob Johansson,74,55,63,64,65,72,82
Márcio Azevedo,74,80,65,68,73,71,79
Taras Mykhalyk,74,60,47,64,59,72,76
Uğur Demirok,74,48,43,56,58,75,78
Abdou Razack Traoré,74,84,69,71,78,39,71
Sergio Sánchez,74,67,52,58,57,74,78
Lazaros Christodoulop...,74,76,74,72,74,54,68
Diego Biseswar,74,75,69,70,79,27,62
Shkëlzen Gashi,74,75,75,72,72,55,75
Mbaye Leye,74,68,72,71,72,38,70
Mark Milligan,74,67,59,68,65,73,80
Jahmir Hyka,74,81,61,70,77,35,51
Duško Tošić,74,37,47,63,61,74,80
Yeom Ki Hun,74,69,71,77,72,36,72
Kei Kamara,74,76,72,60,71,28,78
Hélder Barbosa,74,80,70,69,78,42,63
Krzysztof Mączyński,74,66,53,74,74,69,67
Sone Aluko,74,88,69,70,77,36,57
Gabriel Peñalba,74,46,68,72,72,68,80
José María Basanta,74,62,49,54,56,74,71
Ignacio Scocco,74,77,75,69,77,30,68
David Rodríguez,74,81,75,57,69,34,73
Felix Bastians,74,80,59,69,66,73,75
Urby Emanuelson,74,81,65,73,79,69,65
Micah Richards,74,72,46,58,62,70,75
Taiseer Al Jassam,74,71,68,70,71,72,73
Hugo Rodallega,74,75,72,68,75,39,71
Jesús Méndez,74,63,65,72,72,65,76
Kirill Nababkin,74,82,57,65,62,74,75
Miroslav Radović,74,62,66,70,76,42,70
Ilya Maksimov,74,57,69,69,74,53,66
Hakan Balta,74,41,60,69,64,75,68
Jorge Ortiz,74,72,64,72,71,68,70
Tim Sparv,74,52,54,67,62,73,78
Chinedu Obasi,74,70,73,67,76,40,68
Pablo Barrientos,74,63,67,77,77,34,58
Andrés Pérez,74,50,64,67,64,72,74
Alaixys Romao,74,51,55,66,68,73,76
Léo Matos,74,80,69,70,74,71,75
Ken Reichel,74,74,70,66,67,72,76
Ricardo,74,52,34,47,58,73,72
Yoan Gouffran,74,73,72,70,76,51,70
Bobô,74,67,74,64,70,27,68
Eren Albayrak,74,82,67,75,74,67,65
Muhammet Demir,74,78,74,69,80,31,67
Gökdeniz Karadeniz,74,73,71,69,80,47,55
Maximiliano Velázquez,74,63,68,77,72,74,72
Leandro Romagnoli,74,56,68,76,76,35,57
Aitor Sanz,74,67,62,74,71,66,77
Daniel Díaz,74,35,49,56,50,75,77
Ersan Gülüm,74,59,51,54,57,72,85
Nigel de Jong,74,61,51,66,69,72,77
Christopher Samba,74,30,48,45,48,75,75
Benjamin Nivet,74,52,74,76,72,55,60
Jonathan Urretaviscaya,74,85,69,72,75,33,60
James Forrest,74,91,65,69,76,24,59
Héctor Villalba,74,91,74,64,76,33,60
Tom Ince,74,79,69,68,77,26,53
Shane Duffy,74,51,42,51,46,72,79
Pablo Hernández,74,71,70,73,78,42,58
Laurent Depoitre,74,55,72,58,63,37,84
Jonathan Hogg,74,70,55,65,68,71,79
Jaïro Riedewald,74,74,51,66,69,73,71
Dale Stephens,74,63,65,72,68,71,75
Ayoze Pérez,74,75,72,62,80,25,64
Kendall Waston,74,55,30,43,44,71,86
Besart Berisha,74,74,69,58,72,26,81
James Troisi,74,77,69,72,74,37,65
Mitchell Dijks,74,76,40,63,64,73,82
Mike Jensen,74,77,69,72,76,64,79
Ravel Morrison,74,72,66,73,77,43,54
Chris Wood,74,69,76,54,66,37,79
Osama Hawsawi,74,71,57,53,57,72,80
Alejandro Bedoya,74,69,64,70,72,62,72
Matt Besler,74,74,42,63,65,73,75
Omar Gonzalez,74,63,36,50,44,74,83
Dax McCarty,74,60,54,68,70,71,74
Sacha Kljestan,74,55,68,77,71,62,72
Marc Janko,74,51,77,52,62,35,77
Matheus Pereira,74,81,73,67,79,34,60
Élton,74,89,70,74,74,34,47
Ike Opara,74,84,38,52,57,71,83
Eric Bauthéac,74,80,68,71,76,42,58
Domenico Maietta,74,40,18,41,50,77,70
Federico Ricca,74,72,34,59,60,74,71
Vincent Pajot,74,65,57,71,72,74,70
Dennis Diekmeier,74,86,40,65,66,70,74
Bebé,74,83,73,69,74,28,78
Rodrigo Ely,74,68,26,38,53,75,78
Levan Mchedlidze,74,67,69,55,69,29,76
Carlos Carmona,74,66,59,71,71,66,75
Ryder,74,78,70,63,78,30,66
Darío Lezcano,74,84,73,68,75,43,73
Jonathan Delaplace,74,67,55,70,72,66,71
Julian Palmieri,74,78,62,73,75,70,68
Jérémy Sorbon,74,34,31,58,48,77,67
Rúben Vezo,74,64,49,59,55,75,72
Zdravko Kuzmanović,74,44,68,74,68,70,72
Júnior Caiçara,74,82,57,71,76,69,59
Milan Škriniar,74,63,43,53,51,75,69
Molla Wagué,74,58,33,41,45,74,81
Neil Taylor,74,72,39,67,70,75,68
Yannick Cahuzac,74,51,46,66,62,72,79
Edgar Barreto,74,68,65,73,70,70,71
Julien Féret,74,46,69,76,73,53,68
Robin Quaison,74,78,64,71,75,55,70
Filip Đuričić,74,76,65,71,77,35,59
Çağlar Söyüncü,74,71,45,50,58,75,76
Julian Schieber,74,68,75,59,64,28,76
Jaroslav Plašil,74,40,62,77,74,58,57
Adam Masina,74,78,38,66,67,71,78
Sidney Sam,74,71,74,70,77,33,58
Morgan Amalfitano,74,67,70,75,76,59,58
Afriyie Acquah,74,79,63,68,75,72,80
Ivan Cavaleiro,74,85,68,66,75,38,66
Ivan Santini,74,38,78,54,65,37,84
Daniele Croce,74,77,59,72,75,65,71
Takashi Usami,74,77,68,71,77,30,43
Cesare Bovo,74,47,50,55,62,76,69
Boukary Dramé,74,80,56,63,72,72,73
Sergio Araujo,74,74,71,66,77,27,58
Goran Pandev,74,59,73,71,79,38,58
Gian Marco Ferrari,74,50,19,35,44,76,76
Nico Elvedi,74,70,33,60,67,75,75
Diego Falcinelli,74,73,73,52,70,20,67
Lora,74,80,59,64,69,68,73
Clément Chantôme,74,58,66,75,72,65,71
Bruno Gama,74,73,68,74,76,41,59
Demarai Gray,74,90,66,64,80,23,55
Darron Gibson,74,52,66,77,68,72,72
Alex Iwobi,74,75,61,66,81,28,65
James McClean,74,75,67,69,76,58,74
Jérémy Morel,74,73,53,63,64,74,77
Gonçalo Guedes,74,82,75,70,76,36,64
Gabriele Angella,74,42,42,51,50,75,72
Marco Russ,74,31,47,53,43,76,69
Mile Jedinák,74,49,67,65,61,76,81
Pierrick Capelle,74,74,71,73,75,66,66
Víctor Álvarez,74,76,49,72,74,68,72
Guerrero,74,70,73,61,68,36,68
Maximiliano López,74,42,74,62,70,24,68
Marcel Heller,74,93,65,63,76,28,64
Florian Grillitsch,74,64,58,73,74,61,61
François Moubandje,74,71,48,65,70,75,77
Daniel Congré,74,57,30,62,66,74,76
Yann Jouffre,74,68,67,76,74,43,54
Sérgio Oliveira,74,63,74,77,75,51,56
Vincent Bessat,74,73,63,74,75,64,67
Romain Brégerie,74,60,36,54,50,72,79
Vincent Manceau,74,50,45,70,73,76,73
Eraso,74,64,70,71,68,58,75
Bryan Dabo,74,78,71,72,74,74,79
Marios Oikonomou,74,60,25,43,56,76,74
Matthias Ostrzolek,74,75,46,64,72,72,70
José Ángel,74,75,51,66,69,71,68
Adam Clayton,74,68,63,72,71,68,72
Hrvoje Milić,74,72,57,67,72,73,65
Albentosa,74,35,47,52,42,74,82
Andrea Costa,74,68,37,49,61,76,72
Pione Sisto,74,84,72,64,79,52,66
Marco Sau,74,90,72,71,80,22,56
Carlos Salcedo,74,67,26,49,60,76,74
Jason Denayer,74,75,42,57,65,74,73
Konstantin Rausch,74,79,67,73,72,67,74
Mikel Rico,74,53,63,70,68,70,75
Alex Bergantiños,74,51,46,64,63,72,76
Peter Crouch,74,33,75,68,67,32,69
Pol Lirola,74,82,45,68,73,70,70
Renaud Cohade,74,54,68,76,74,65,71
Adama Soumaoro,74,59,37,50,53,74,83
Corentin Jean,74,88,74,67,75,27,51
Casimir Ninga,74,88,75,61,71,27,78
Gōtoku Sakai,74,75,47,69,72,71,69
Medrán,74,61,68,77,72,63,56
Benik Afobe,74,80,73,60,71,26,72
Leonardo Ulloa,74,49,72,62,69,42,79
Jaime Romero,74,82,66,69,78,36,64
Fábio,74,82,56,68,74,71,67
Mathieu Peybernès,74,56,30,49,51,76,74
Elustondo,74,57,64,73,66,72,76
Dennis Aogo,74,68,56,74,73,73,75
Philipp Max,74,82,48,65,72,68,71
Serge Gakpé,74,89,71,66,76,28,60
Ilja Nestorovski,74,72,73,48,71,32,72
Alex Martínez,74,76,56,67,69,71,67
Anwar El Ghazi,74,79,75,66,75,29,70
Mevlüt Erdinç,74,72,72,68,71,42,75
Antonino Ragusa,74,88,67,67,77,33,66
Enzo Crivelli,74,61,71,62,67,32,81
Rodrigo De Paul,74,69,70,74,78,39,63
Àngel Rangel,74,50,59,71,72,79,72
Abdul Majeed Waris,74,92,72,65,76,38,74
Duje Čop,74,59,77,65,70,33,67
Guido Carrillo,74,63,75,53,70,35,77
Igor Lewczuk,74,72,46,62,63,73,83
Marc-Oliver Kempf,74,67,38,56,60,73,74
Rémi Walter,74,68,59,74,74,68,69
Víctor Díaz,74,70,56,66,66,70,78
Federico Peluso,74,64,50,59,60,80,72
Filipe Augusto,74,68,61,72,75,64,71
Mikel Villanueva,74,44,38,52,46,74,78
Maxime Lopez,74,71,60,72,76,51,56
Didier Ndong,74,70,60,66,72,74,78
Ben Watson,74,50,68,76,72,68,70
Jonathan Schmid,74,75,68,71,74,61,74
Thomas Touré,74,79,69,72,75,44,68
Paul Lasne,74,68,72,73,73,71,73
Jordan Ikoko,74,80,36,62,70,72,66
Raul García,74,74,62,71,67,71,75
Fernando Navarro,74,58,50,66,67,78,73
Diego Farías,74,88,67,67,80,23,46
Josip Drmić,74,77,75,66,73,37,71
David Juncà,74,81,45,63,69,70,78
Lacina Traoré,74,68,73,51,64,34,75
Ramadan Sobhi,74,75,62,71,77,43,65
Frédéric Sammaritano,74,75,64,73,75,23,57
Florian Kainz,74,85,65,68,78,30,56
Pierre-Michel Lasogga,74,48,80,44,62,35,80
David Simón,74,77,46,66,70,70,71
Timothy Fosu-Mensah,74,84,62,66,66,73,77
Fabrizio Cacciatore,74,75,53,60,64,75,78
Merino,74,61,63,71,72,70,72
Ellyes Skhiri,74,67,64,70,71,73,71
Arbilla,74,67,55,68,67,75,79
Jérémy Pied,74,71,68,75,75,72,73
Ole Kristian Selnæs,74,68,60,74,73,67,72
Moi Gómez,74,71,67,74,75,44,64
Oussama Tannane,74,78,76,68,77,36,71
Alexander Djiku,74,77,40,61,67,73,76
Siniša Anđelković,74,66,40,45,52,74,72
Carles Planas,74,75,38,63,68,71,70
Sloan Privat,74,65,71,58,66,31,67
Darwin Machís,74,89,71,64,80,31,65
Jack Rodwell,74,63,71,71,73,73,74
Moritz Leitner,74,74,65,74,78,50,59
Claudio Beauvue,74,70,72,68,72,44,58
Jason Puncheon,74,67,70,75,75,61,70
Nico Schulz,74,87,50,67,74,68,71
Thievy,74,93,72,54,75,27,70
Charlie Adam,74,43,75,79,67,58,72
Giovani Lo Celso,74,75,58,76,75,40,63
Arouna Koné,74,76,73,62,73,35,71
Markus Suttner,74,74,58,71,71,70,71
Jordan Adéoti,74,56,44,63,55,73,79
Rudy Gestede,74,69,72,50,64,34,81
Ashley Barnes,74,67,73,63,72,42,81
Andrés Cubas,74,70,46,66,70,73,56
Pierre Bengtsson,74,77,60,72,72,68,71
Oier,74,73,61,68,68,72,77
Ádám Nagy,74,75,54,76,78,68,62
Juankar,74,77,63,69,75,67,69
Glenn Whelan,74,42,63,70,67,74,73
Haris Seferović,74,69,72,66,70,39,80
Damien Delaney,74,32,41,49,40,74,79
Nicola Rigoni,74,61,55,71,71,66,75
Nathan Delfouneso,73,78,71,62,73,25,67
Alejandro Silva,73,76,67,71,75,67,66
Cafú,73,66,70,61,68,71,85
Olarenwaju Kayode,73,92,70,57,74,36,60
Idriss Saadi,73,76,71,53,69,22,78
Balliu,73,75,39,68,73,69,71
Bobby Reid,73,82,71,67,75,56,67
Raphael Branco,73,59,36,45,51,72,75
Jefferson Duque,73,69,73,55,68,26,69
Filippo Falco,73,81,64,69,78,24,58
Ebenezer Ofori,73,72,56,69,79,62,68
Jefferson Cuero,73,93,66,63,74,35,59
Osmar,73,53,57,65,55,73,81
Steven Caulker,73,71,32,54,61,73,77
Mehdi Lacen,73,56,58,72,71,67,72
Jason Shackell,73,55,39,53,60,72,75
Maximilian Wöber,73,75,37,61,65,71,77
Christian Luyindama,73,72,36,50,52,70,83
Fabrício,73,67,73,66,73,35,75
João Novais,73,67,71,74,75,47,65
Mula,73,75,62,70,71,43,67
Marius Wolf,73,85,67,66,71,45,68
Richard Neudecker,73,78,59,73,77,57,59
Andy Cannon,73,81,57,72,74,68,70
Axel Tuanzebe,73,75,34,57,64,72,72
Cyle Larin,73,70,73,46,65,27,74
Isaac Success,73,84,68,64,75,29,71
Ailton,73,85,60,61,72,70,78
Alejandro Donatti,73,54,57,51,55,73,75
Enzo Kalinski,73,69,51,71,71,69,79
Lucas Villafañez,73,78,66,72,74,35,50
Freddy Hinestroza,73,89,62,66,74,41,64
Cifuentes,73,86,51,60,72,66,76
Filippo Falco,73,81,64,69,78,24,58
Joey Pelupessy,73,67,42,65,71,68,76
Daniel Bessa,73,70,70,74,76,44,53
Sergi Samper,73,46,46,72,68,66,64
Anthony Lozano,73,84,69,58,72,31,75
Filip Novák,73,78,62,69,70,68,74
Oscar Hiljemark,73,71,60,68,71,64,75
Guitián,73,65,41,57,62,71,77
Yuto Nagatomo,73,83,49,58,69,71,65
Jack Colback,73,63,59,68,69,69,70
Mateusz Klich,73,58,68,73,74,52,64
Björn Bergmann Sigurð...,73,79,69,62,74,42,84
Lukáš Mareček,73,72,56,72,70,70,70
Moussa Maâzou,73,88,71,57,66,27,81
Juan Camilo Zúñiga,73,86,65,71,80,67,68
Sébastien Siani,73,67,67,71,71,69,74
Steven Naismith,73,72,71,66,72,50,79
Juan Insaurralde,73,49,39,58,50,72,75
Nano,73,82,71,57,69,27,61
Nery Domínguez,73,58,64,69,67,70,74
Assis,73,72,51,59,72,73,65
Peter Etebo,73,84,69,65,77,23,61
Vukašin Jovanović,73,59,46,59,63,73,73
Álvaro,73,69,75,59,73,31,68
Zinédine Machach,73,75,64,72,75,57,70
Alex Pritchard,73,73,69,71,75,38,54
Erik Sviatchenko,73,68,50,58,56,71,78
Laurens De Bock,73,75,46,66,69,71,77
Ricardo Noir,73,89,70,68,72,46,70
Marcello Gazzola,73,71,49,60,68,70,71
Yalçın Ayhan,73,31,32,44,51,76,74
Jefferson Duque,73,69,73,55,68,26,69
Federico Melchiorri,73,81,70,53,71,26,66
Nery Domínguez,73,58,64,69,67,70,74
Gerardo Alcoba,73,68,38,47,58,73,75
Jefferson Duque,73,69,73,55,68,26,69
Alexander Fransson,73,78,60,69,68,68,65
Jamie Maclaren,73,86,69,59,71,40,75
André Ramalho,73,55,59,65,65,73,73
Rúben Ferreira,73,70,59,70,72,68,72
Diego Novaretti,73,44,26,50,40,74,79
Atsuto Uchida,73,69,47,70,75,73,52
Luis Fuentes,73,72,59,68,70,72,73
Thomas Rogne,73,49,28,51,51,75,75
Damien Marcq,73,53,48,62,62,72,76
Bueno,73,62,75,67,75,41,48
Kenneth Saief,73,77,70,70,73,49,70
Ross McCormack,73,69,75,71,74,28,64
Walker Zimmerman,73,60,50,52,51,71,81
Davit Skhirtladze,73,80,66,67,78,33,72
Marcel Hilßner,73,75,72,69,70,38,73
Andrew Hoole,73,89,62,70,76,58,72
Roy O'Donovan,73,86,78,62,72,30,75
Júnior Negão,73,61,74,64,73,40,79
Ben Whiteman,73,80,73,75,75,65,75
Tariqe Fosu,73,87,70,60,82,36,63
Danny Grainger,73,73,66,68,70,71,75
Pedro Rocha,73,79,67,66,74,35,55
Uroš Đurđević,73,69,75,54,69,28,70
Fernando Tobio,73,66,30,52,46,72,78
Pajtim Kasami,73,66,68,70,70,62,77
Héldon,73,85,70,65,76,30,53
Maximiliano Caire,73,83,36,55,70,73,73
Bueno,73,62,75,67,75,41,48
Kamil Vacek,73,70,64,71,73,68,69
Paulinho,73,75,73,70,72,29,65
Omar Alderete,73,69,60,63,68,72,76
Srdjan Plavšić,73,88,65,60,75,23,52
Xeka,73,55,57,69,70,62,68
Douglas Luiz,73,74,64,71,72,72,71
Darko Brašanac,73,62,66,69,67,62,73
Manuel Lazzari,73,83,52,70,71,31,52
Ismaïla Sarr,73,93,68,63,75,28,59
Konstantinos Laifis,73,67,63,68,67,73,72
Assis,73,72,51,59,72,73,65
Peter Etebo,73,84,69,65,77,23,61
Luiz Araújo,73,84,62,70,76,41,50
Milad Mohammadi,73,89,54,63,73,67,69
Yu Kobayashi,73,81,72,62,76,29,63
Junya Ito,73,88,63,65,71,60,67
Gen Shoji,73,80,32,50,52,73,76
Santiago Ascacibar,73,73,47,63,65,74,71
Dany Cure,73,89,67,65,71,62,79
Richarlison,73,81,70,60,76,25,74
Diogo Gonçalves,73,82,69,63,78,30,66
Tammy Abraham,73,80,70,53,67,25,70
Kelvin Amian Adou,73,72,40,62,68,73,72
Nejc Skubic,73,73,52,62,71,70,72
Nikola Stojiljković,73,68,72,58,69,39,75
Tom Davies,73,73,61,71,74,58,73
Waldemar Anton,73,56,43,55,57,73,74
